Code insee;Bénéficiaires;Communes;Projets;Détails;Coût ;"Subvention DSIL ""classique""";Subvention DSIL exceptionnelle;latitude;longitude
5061;Communes;Gap;Transition écologique;Réalisation de parcelles de jardins familiaux sur le centre ville et le quartier de Fontreyne;246 575,00 €;73 972,50 €;30,00%;44.5446064;6.077989
69243;Communes;TARARE;Transition écologique;Réfection et isolation des toitures des gymnases communaux Jean Jourlin et Joseph Perrier;246 765,00 €;49 353,00 €;20,00%;45.9008;4.429772
26088;Communes;CHATUZANGE LE GOUBET;Transition écologique; réhabilitation de deux logements en salles d’accueils périscolaires pour le groupe scolaire Marc-Antoine et Rosalie Jullien (logements accolés au groupe scolaire);246 795,00 €;61 699,00 €;25,00%;45.011432;5.094231
69242;Communes;TAPONAS;Transition écologique;Réhabilitation de l’ensemble de la charpente/toitures (nef&abside) et réseau E.P de l’église St Isidore ;247 338,00 €;49 468,00 €;20,00%;46.122919;4.759774
22054;Communes;Erquy;Transition écologique;Aménagement de la voie verte (ouverture du viaduc de Caroual au public);248 060,00 €;99 224,00 €;40,00%;48.616279;-2.458044
6136;Communes;Sospel;Transition écologique;Rénovation de la mairie pour aménagement d’un local pour la police municipale;248 205,00 €;124 102,50 €;50,00%;43.875692;7.452972
11031;Communes;Belfort sur Rebenty;Transition écologique;rénovation des toitures des bâtiments communaux avec pose de panneaux photovoltaïque;248 363,00 €;99 345,00 €;40,00%;42.825885;2.047783
200066041;EPCI;CC SUNDGAU;Résilience Sanitaire;assainissement DURMENACH;249 500,00 €;74 850,00 €;30,00%;47.624811706512496;7.226512203653036
11433;Communes;Villeneuve-Minervois;Transition écologique;Aménagement d’un espace public multi-activités (tranche 1);250 000,00 €;62 000,00 €;24,80%;43.320306;2.467434
89345;Communes;Saint-Florentin;Hors thématiques DSIL relance;Aménagement d’une Maison des services publics, des associations et de l'insertion professionnelle;250 000,00 €;128 434,00 €;51,37%;47.998893;3.722152
11076;Communes;Castelnaudary;Préservation du patrimoine;aménagement du jardin de la mairie;250 000,00 €;100 000,00 €;40,00%;43.317854;1.959918
44143;Communes;REZE;Résilience Sanitaire;Cabinet médical - quartier prioritaire du Château;250 000,00 €;100 000,00 €;40,00%;47.17269;-1.552789
5012;Communes;Baratier;Transition écologique;Domaine « Les Clôsures » - Tranche fonctionnelle 3 ;250 000,00 €;75 000,00 €;30,00%;44.539089;6.487096
89024;Communes;Auxerre;Transition écologique;Finalisation du tracé et équipement de balisage et de confort de la coulée verte;250 000,00 €;90 000,00 €;36,00%;47.790597;3.579682
243301223;EPCI;CC Grand Cubzguais;Transition écologique;Mise en place d’ombrières photovoltaïques sur le parking de la maison des services au public de Saint André de Cubzac;250 000,00 €;100 000,00 €;40,00%;45.011937336736324;-0.43637245378383865
60159;Communes;COMPIEGNE;Préservation du patrimoine;Réhabilitation de la façade de la Petite chancellerie;250 000,00 €;125 000,00 €;50,00%;49.4059366;2.844364
243300563;EPCI;Communauté d'agglomération Bassin d'Arcachon Sud-Pôle Atlantique;Transition écologique;Réhabilitation de la piste cyclable Avenue de Bisserié et Avenue Candale à la Teste de Buch -;250 000,00 €;73 500,00 €;29,40%;44.615679252841915;-1.1117090870856203
79049;Communes;BRESSUIRE;Transition écologique;Réhabilitation et réaménagement d’une ludothèque en centre ville;250 000,00 €;100 000,00 €;40,00%;46.857339;-0.478036
44132;Communes;PORNICHET;Transition écologique;Renaturation d’espaces dunaires;250 000,00 €;125 000,00 €;50,00%;47.25905;-2.324
73135;Communes;La Tour-en-Maurienne;Hors thématiques DSIL relance;rénovation de 4 appartements dans l'ancienne école du Villaret à Le Châtel (1ère tranche);250 000,00 €;100 000,00 €;40,00%;45.296914;6.356658
59569;Communes;SIN-LE-NOBLE;Transition écologique;rénovation électrique et chauffage de l'église Saint Martin;250 000,00 €;100 000,00 €;40,00%;50.368976;3.118691
62279;Communes;DUISANS;Transition écologique;Rénovation thermique de l’école communale Camille Corot;250 000,00 €;68 750,00 €;27,50%;50.304249;2.696667
93061;Communes;LE PRE SAINT-GERVAIS;Transition écologique;Travaux de ravalement des façades donnant sur les rues de l’école Jean Jaurès.;250 000,00 €;150 000,00 €;60,00%;48.884144;2.405376
3190;Communes;Moulins;Transition écologique;Travaux de rénovation  au gymnase des mariniers;250 000,00 €;76 024,60 €;30,41%;46.5660632;3.33294
93031;Communes;EPINAY SUR SEINE;Transition écologique;Travaux de rénovation de la cour de récréation et création d’îlots de fraicheur au sein du groupe scolaire Romain Rolland.;250 000,00 €;100 000,00 €;40,00%;48.955218;2.31712
94052;Communes;NOGENT-SUR-MARNE;Préservation du patrimoine;Travaux de restauration des vitraux et travaux de mise aux normes et de sécurité de l’escalier du clocher de l’église Saint-Saturnin, classée au titre des monuments historiques;250 000,00 €;190 053,00 €;76,02%;48.837475;2.480913
200068641;EPCI;Muretain Agglo;Résilience Sanitaire;reconstruction de l’aire d’accueil des gens du voyage;250 177,00 €;125 088,00 €;50,00%;43.4690334587852;1.3341153613454035
57463;Communes;METZ;Transition écologique;Rénovation thermique du bâtiment communal « 144, route de Thionville »;250 185,00 €;100 074,00 €;40,00%;49.108385;6.194897
97603;Communes;BANDRELE;Hors thématiques DSIL relance;Mise au norme de l’éclairage public;251 450,00 €;158 545,30 €;63,05%;-12.918065;45.185123
33118;Communes;CENAC;Transition écologique;Extension du cimetière de Mandin et aménagement d’un espace végétalisé;251 862,65 €;50 000,00 €;19,85%;44.782842;-0.457855
246000376;EPCI;Communauté de communes du Clermontois;Transition écologique;Remplacement des chaudières dans 3 bâtiments publics (Bâtiment central de l’espace Fernel, salle de sports Louis Sanson et école de musique);251 880,00 €;201 504,00 €;80,00%;49.38375160002825;2.4092258548917775
12265;Communes;Sebrazac;Résilience Sanitaire;construction d’une Maison d’Assistantes Maternelles à Vérrières ;252 000,00 €;25 000,00 €;9,92%;44.525167;2.657372
66070;Communes;Espira-de-Conflent;Préservation du patrimoine;extension et réhabilitation de la mairie;252 000,00 €;100 800,00 €;40,00%;42.61515;2.497615
80620;Communes;Péronne;Résilience Sanitaire;destruction d’un bâtiment en friche sur le site Damay;252 128,00 €;55 780,40 €;22,12%;49.927362;2.92536
68269;Communes;RIBEAUVILLÉ;Préservation du patrimoine;Réfection toiture et façades de la mairie;253 000,00 €;75 900,00 €;30,00%;48.198842;7.307818
80001;Communes;Abbeville;Transition écologique;rénovation énergétique de l’ancienne caserne d’Abbeville (services municipaux);253 000,00 €;202 400,00 €;80,00%;50.105799;1.828902
69288;Communes;SAINT-LAURENT-DE-MURE;Préservation du patrimoine;Restauration de la face extérieure de la tour Nord Ouest du Château Delphinal;253 508,00 €;152 105,00 €;60,00%;45.680172;5.046065
35018;Communes;LA BAZOUGE DU DESERT;Transition écologique;Rénovation énergétique de la salle de sports;253 600,00 €;202 880,00 €;80,00%;48.443507;-1.105146
32;Autres;SDIS du Gers;Préservation du patrimoine;réhabilitation de la caserne Cazaubon;254 000,00 €;101 600,00 €;40,00%;43.628737273965776;0.578691384873959
56220;Communes;Sainte-Hélène;Résilience Sanitaire;Travaux sur réseaux d'eaux usées et d'eaux pluviales;254 000,00 €;76 200,00 €;30,00%;47.714957;-3.199803
62510;Communes;LIEVIN;Transition écologique;Rénovation de l’éclairage du parking Jaurès, parking du centre de conservation du Louvre;254 108,00 €;203 200,00 €;79,97%;50.424255;2.769683
56083;Communes;Hennebont;Transition écologique;Aménagement d'espaces vélos sur voirie;254 540,00 €;50 908,00 €;20,00%;47.807325;-3.27075
240700302;EPCI;CC BEAUME DROBIE;Transition écologique;chaufferie bois et réseau de chaleur de la salle multisport à joyeuse;254 845,00 €;50 969,00 €;20,00%;44.479768678911086;4.241491108080449
2E+13;EPCI;CC Creuse Confluence (BETETE);Résilience sanitaire;Mise aux normes réseaux assainissement;255 000,00 €;51 000,00 €;20,00%;46.35081174219215;2.2328455412200974
253302343;EPCI;SIAEPA REGION SAINT ESTEPHE;Résilience sanitaire;Réhabilitation du réseau des eaux usées au niveau de la rue des écoles et de la rue des château sur la RD2E3 à Saint-Estèphe;255 011,25 €;76 503,38 €;30,00%;45.25935819543315;-0.7725168431368991
31569;Communes;Vaudreuille;Préservation du patrimoine;rénovation de l’église;255 264,00 €;76 580,00 €;30,00%;43.429481;1.991436
82175;Communes;Saint Vincent Lespinasse;Transition écologique;Aménagement du centre bourg, de ses abords et d'une mise en accessibilité des ERP de la commune;255 400,00 €;76 620,00 €;30,00%;44.116904;0.966434
62300;Communes;EQUIHEN-PLAGE;Transition écologique;travaux d’isolation de la maternelle du groupe scolaire Ferdinand Buisson;256 200,00 €;89 670,00 €;35,00%;50.676894;1.574231
73257;Communes;Les Belleville;Hors thématiques DSIL relance; raccordement du village de Béranger à la STEP de Villarenger ;256 512,75 €;100 000,00 €;38,98%;45.461444;6.52929
a268200011;Autres;EHPAD Beaumont de Lomagne;Résilience Sanitaire;EHPAD Public Beaumont de Lomagne – Construction d’une unité sécurisé;257 000,00 €;171 960,00 €;66,91%;43.881004821584774;0.9898562456898854
200035814;EPCI;Flers  Agglo;Hors thématiques DSIL relance;Réfection des toitures et façades du centre culturel Chaudeurge 1ère tranche ;257 166,00 €;100 000,00 €;38,89%;48.75030292912566;-0.5700987509885698
200070936;EPCI;CC Ponthieu Marqueterre;Transition écologique;rénovation thermique de l’école d’Ailly le haut clocher;257 548,00 €;206 038,40 €;80,00%;50.2665738264993;1.6667020132237762
33366;Communes;SAINT ANDRE DE CUBZAC;Préservation du patrimoine;Travaux de requalification du site de Montalon à Saint André de Cubzac;257 854,00 €;64 463,50 €;25,00%;44.99533;-0.439459
88272;Communes;LIRONCOURT;Préservation du patrimoine;Restauration de Pont de lironcourt;258 061,00 €;34 245,00 €;13,27%;47.970171;5.893361
200067981;EPCI;Guingamp Paimpol Agglomération;Résilience Sanitaire;"Collecte et traitement des eaux usées, quartier de Castel Pic à Guingamp
Réduction des eaux parasites, réhabilitation du réseau de collecte
Projet n° 3";258 149,00 €;206 519,00 €;80,00%;48.560769325096174;-3.1465704508417263
52121;Communes;CHAUMONT;Transition écologique;Préservation de deux bâtiments remarquables;258 490,00 €;84 245,00 €;32,59%;48.099487587875847664765;5.129315
69029;Communes;BRON;Transition écologique;Rénovation thermique de la toiture et création de puits de récupération des eaux pluviales au gymnase A. Boulloche;258 500,00 €;77 550,00 €;30,00%;45.735802;4.910856
35119;Communes;GENNES SUR SEICHE;Transition écologique;Réhabilitation de 2 logements sociaux rue de Gennes;258 831,07 €;25 883,10 €;10,00%;47.989415;-1.124542
45050;Communes;Boynes;Hors thématiques DSIL relance;Réhabilitation de l’ancienne charcuterie (installation d’un traiteur);258 958,13 €;51 792,00 €;20,00%;48.117216;2.354783
200041333;EPCI;CC PARTHENAY-GÂTINE;Transition écologique;rénovation du groupe scolaire de Pompaire;259 389,00 €;77 000,00 €;29,69%;46.64871420847691;-0.2514794313485762
73303;Communes;Ugine;Transition écologique; installation de centrales photovoltaïques sur la gymnase, les tribunes du stade, l'atelier principal, les tennis couverts et la chaufferie biomasse ;259 595,69 €;60 000,00 €;23,11%;45.752259;6.411951
8090;Communes;CARIGNAN;Transition écologique;Rénovation énergétique de la salle des sports;259 690,00 €;165 575,00 €;63,76%;49.636329;5.16473
56161;Communes;Ploemel;Transition écologique;Transition énergétique et biodiversité : création d'un aménagement paysager en coeur de bourg;260 909,00 €;7 310,00 €;35,00%;47.663677;-3.070679
29029;Communes;Cléden-Poher;Transition écologique;Aménagement et sécurisation du quartier de Botaval et des liaisons vers le bourg;261 000,00 €;60 000,00 €;49,81%;48.242921;-3.662107
248100737;EPCI;Communauté d’Agglomération de l’Albigeois;Transition écologique;continuité cyclable Fonlabour Albipôle;261 000,00 €;91 350,00 €;35,00%;43.950496792079605;2.211633105175482
62691;Communes;SAINT-AUGUSTIN;Préservation du patrimoine;Construction d’une maison de la petite enfance;261 024,00 €;52 204,80 €;20,00%;50.646678;2.285949
a200031623;Autres;Plan d’Aups Ste Baume  (maitre d’ouvrage = PNR – conventionnement commune/État/PNR);Préservation du patrimoine;Securisation du site de la grotte Ste Marie Madeleine, patrimoine historique et culturel majeur;261 050,00 €;140 967,00 €;54,00%;43.32701184295231;5.7641864427087945
35014;Communes;BAIS;Transition écologique;Construction d’une micro-crèche;261 729,00 €;104 191,60 €;39,81%;48.009547;-1.288054
17026;Communes;AUTHON EBEON;Préservation du patrimoine;Restauration d'un bâti communal existant pour y implanter la mairie;261 812,47 €;104 725,00 €;40,00%;45.844867;-0.421899
244900882;EPCI;BAUGEOIS VALLEE;Transition écologique;Construction d’un atelier relais dans la zone d’activités de Beauvais à Noyant-Villages;262 000,00 €;12 541,00 €;4,79%;47.53763247631618;-0.09828931940195802
23082;Communes;FLEURAT;Transition écologique;Transformation d'une grange en logement : travaux d’isolation thermique et phonique et équipement d’une pompe à chaleur;262 340,00 €;45 807,33 €;17,46%;46.2410982;1.680652
1127;Communes;Courmangoux;Transition écologique;restructuration de la mairie;262 500,00 €;105 543,00 €;40,21%;46.330083;5.360335
32013;Communes;Auch;Préservation du patrimoine;requalification de l’ancien stand de tir de la caserne Lannes en structure d’escalade;262 700,00 €;105 080,00 €;40,00%;43.65695;0.5708266
200043123;EPCI;Auray Quiberon Terre Atlantique;Résilience Sanitaire;Réhabilitation du réseau d'eaux usées. BV du poste de refoulement du Port, cours de quais à la Trinité-sur-Mer;263 000,00 €;39 450,00 €;15,00%;47.670313410930646;-3.0115394551743333
200027183;EPCI; Perpignan Méditerranée Métropole Communauté Urbaine;Résilience Sanitaire;mise en état d’une aire des gens du voyage à Cabestany;264 205,00 €;211 364,00 €;80,00%;42.696164619114064;2.878009028870803
6000;Communes;Nice;Résilience Sanitaire;Réfection du monte charge du MAMAC;264 462,82 €;80 000,00 €;30,25%;43.712854;7.253866
9132;Communes;Gaudiès;Préservation du patrimoine;mise aux normes de l’ancien presbytère) et création de  deux logements;264 465,00 €;162 272,00 €;61,36%;43.172723;1.735183
19010;Communes;Argentat-sur-Dordogne;Transition écologique;Dossier 2020 – Aménagement d’une piste cyclable et travaux sur les réseaux d’assainissement avenue Foch (Tranche 1);265 000,00 €;121 611,42 €;45,89%;45.1218871;1.932841
35334;Communes;THORIGNE-FOUILLARD;Transition écologique;Remplacement des menuiseries de l’EHPAD;265 000,00 €;34 450,00 €;13,00%;48.14824;-1.582448
